concept_id,concept_name,cluster
37110476,Oppositional defiant disorder co-occurrent with chronic irritability-anger with normal prosocial emotions,Oppositional Defiant Disorder
37110477,Oppositional defiant disorder without chronic irritability-anger,Oppositional Defiant Disorder
37110478,Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions,Oppositional Defiant Disorder
37110479,Oppositional defiant disorder without chronic irritability-anger with normal prosocial emotions,Oppositional Defiant Disorder
436675,Anorexia nervosa,Avoidant/Restrictive Food Intake
36716779,Anorexia nervosa co-occurrent with dangerously low body weight,Avoidant/Restrictive Food Intake
36717597,Anorexia nervosa co-occurrent with significantly low body weight,Avoidant/Restrictive Food Intake
44784528,Anorexia nervosa in remission,Avoidant/Restrictive Food Intake
4269485,"Anorexia nervosa, binge-eating purging type",Avoidant/Restrictive Food Intake
4300305,"Anorexia nervosa, restricting type",Avoidant/Restrictive Food Intake
4333683,Atypical anorexia nervosa,Avoidant/Restrictive Food Intake
4333684,Atypical bulimia nervosa,Avoidant/Restrictive Food Intake
45763720,Avoidant restrictive food intake disorder,Avoidant/Restrictive Food Intake
4208913,Binge eating disorder,Avoidant/Restrictive Food Intake
438407,Bulimia nervosa,Avoidant/Restrictive Food Intake
44784532,Bulimia nervosa in remission,Avoidant/Restrictive Food Intake
4245170,"Bulimia nervosa, nonpurging type",Avoidant/Restrictive Food Intake
4139256,"Bulimia nervosa, purging type",Avoidant/Restrictive Food Intake
37109946,Dangerously low body weight co-occurrent and due to anorexia nervosa of binge-eating purging type,Avoidant/Restrictive Food Intake
37109945,Dangerously low body weight co-occurrent and due to anorexia nervosa of restricting type,Avoidant/Restrictive Food Intake
439002,Eating disorder,Avoidant/Restrictive Food Intake
4144892,Eating disorder in remission,Avoidant/Restrictive Food Intake
46271817,Female athlete triad,Avoidant/Restrictive Food Intake
442165,Loss of appetite,Avoidant/Restrictive Food Intake
4091520,Self-induced purging,Avoidant/Restrictive Food Intake
4085361,Self-induced purging to lose weight,Avoidant/Restrictive Food Intake
45767550,Self-induced vomiting to lose weight,Avoidant/Restrictive Food Intake
37118987,Significantly low body weight co-occurrent and due to anorexia nervosa of binge-eating purging type,Avoidant/Restrictive Food Intake
37109947,Significantly low body weight co-occurrent and due to anorexia nervosa of restricting type,Avoidant/Restrictive Food Intake
4102984,Vomiting associated with other psychological disturbances,Avoidant/Restrictive Food Intake
4333682,Weight fixation,Avoidant/Restrictive Food Intake
46285098,Acquired delay in feeding,Other Eating and Feeding Disorder
36716719,Adult rumination syndrome of ingested food,Other Eating and Feeding Disorder
4143677,Developmental delay in feeding,Other Eating and Feeding Disorder
42689695,Eating disorder co-occurrent with diabetes mellitus type 1,Other Eating and Feeding Disorder
4250314,Feeding disorder of infancy OR early childhood,Other Eating and Feeding Disorder
4103560,Non-organic infant feeding disturbance,Other Eating and Feeding Disorder
437839,Pica,Other Eating and Feeding Disorder
4100683,Pica of infancy and childhood,Other Eating and Feeding Disorder
4105192,Psychogenic feeding disorder of infancy and childhood,Other Eating and Feeding Disorder
436390,Psychogenic rumination,Other Eating and Feeding Disorder
441546,Psychogenic vomiting,Other Eating and Feeding Disorder
4242221,Rumination disorder,Other Eating and Feeding Disorder
4262968,Rumination disorder of infancy,Other Eating and Feeding Disorder
440695,Encopresis,Encopresis
440695,Encopresis,Encopresis
4218933,Encopresis with constipation AND overflow incontinence,Encopresis
4235874,Encopresis without constipation AND without overflow incontinence,Encopresis
4118980,Functional encopresis,Encopresis
45770268,Functional urinary and faecal incontinence,Encopresis
4102964,Non-organic continuous encopresis,Encopresis
4103562,Non-organic discontinuous encopresis,Encopresis
763018,Organic encopresis,Encopresis
4085324,Primary functional encopresis,Encopresis
45771204,Primary organic encopresis,Encopresis
4247678,Secondary functional encopresis,Encopresis
45757463,Secondary organic encopresis,Encopresis
4143059,Soiling - encopresis,Encopresis
4085233,Daytime enuresis,Enuresis
4336703,Diurnal only enuresis,Enuresis
4009183,Nocturnal AND diurnal enuresis,Enuresis
193874,Nocturnal enuresis,Enuresis
42872849,Non-organic nocturnal enuresis,Enuresis
42872847,Non-organic primary nocturnal enuresis,Enuresis
42872848,Non-organic secondary nocturnal enuresis,Enuresis
42872850,Primary nocturnal enuresis,Enuresis
42872851,Secondary nocturnal enuresis,Enuresis
4172646,Urinary incontinence of non-organic origin,Enuresis
4284694,"Adult gender identity disorder, sexually attracted to both sexes",Gender Dysphoria
4182401,"Adult gender identity disorder, sexually attracted to females",Gender Dysphoria
4244266,"Adult gender identity disorder, sexually attracted to males",Gender Dysphoria
4247437,"Adult gender identity disorder, sexually attracted to neither sex",Gender Dysphoria
43021205,Dual-role transvestism,Gender Dysphoria
434903,Ego-dystonic sexual orientation,Gender Dysphoria
4246663,Gender dysphoria,Gender Dysphoria
37108765,Gender dysphoria in adolescence and adulthood,Gender Dysphoria
37117130,Gender dysphoria in childhood,Gender Dysphoria
4338512,Gender identity disorder,Gender Dysphoria
432306,Gender identity disorder of adolescence,Gender Dysphoria
4148387,"Gender identity disorder of adolescence, previously asexual",Gender Dysphoria
4288747,"Gender identity disorder of adolescence, previously heterosexual",Gender Dysphoria
4148284,"Gender identity disorder of adolescence, previously homosexual",Gender Dysphoria
443625,Gender identity disorder of adulthood,Gender Dysphoria
4178421,"Gender identity disorder of adulthood, previously asexual",Gender Dysphoria
4029638,"Gender identity disorder of adulthood, previously heterosexual",Gender Dysphoria
4300404,"Gender identity disorder of adulthood, previously homosexual",Gender Dysphoria
436381,Gender identity disorder of childhood,Gender Dysphoria
4281692,Identity disorder,Gender Dysphoria
43021157,Previously asexual transsexual,Gender Dysphoria
43021158,Previously heterosexual transsexual,Gender Dysphoria
43021960,Previously homosexual transsexual,Gender Dysphoria
439701,Psychosexual identity disorder,Gender Dysphoria
4231241,Transsexual,Gender Dysphoria
35622915,Asphyxiophilia,Paraphilia
438999,Bestiality,Paraphilia
37119152,Coercive sexual sadism,Paraphilia
4206626,Compulsive exhibitionism,Paraphilia
4323967,Compulsive pedophilia,Paraphilia
4276364,Compulsive sexual masochism,Paraphilia
4058242,Compulsive sexual sadism,Paraphilia
4150969,Coprophilia,Paraphilia
4196910,Ecouteurism,Paraphilia
4261769,Erotic vomiting,Paraphilia
4230498,Erotic zoophilia,Paraphilia
4092153,Erotomania,Paraphilia
437840,Exhibitionism,Paraphilia
437531,Fetishism,Paraphilia
43021197,Fetishistic transvestism,Paraphilia
4187347,Flagellantism,Paraphilia
4085358,Flashing,Paraphilia
4269780,Frotteurism,Paraphilia
4310814,Klismaphilia,Paraphilia
4188046,Lecherism,Paraphilia
4262218,Necrophilia,Paraphilia
4210314,Necrosadism,Paraphilia
4086118,Obsessional erotomania,Paraphilia
4173740,Paraphilia,Paraphilia
37110485,Paraphilia involving non-consenting individual,Paraphilia
37110486,Paraphilia involving solitary behavior or consenting individuals,Paraphilia
4299520,Partialism,Paraphilia
4137126,Pederasty,Paraphilia
441550,Pedophilia,Paraphilia
35622882,Pedophilia targeting children of female sex,Paraphilia
35622883,Pedophilia targeting children of male sex,Paraphilia
4093747,"Pedophilia, exclusive type",Paraphilia
4170232,"Pedophilia, nonexclusive type",Paraphilia
4236334,"Pedophilia, opposite sex",Paraphilia
4187678,"Pedophilia, same AND opposite sex",Paraphilia
4281982,"Pedophilia, same sex",Paraphilia
4265822,Pygmalionism,Paraphilia
4318861,Sadomasochism,Paraphilia
35622884,Sexual arousal by exposure of genitals to non-consenting person,Paraphilia
35622885,Sexual arousal by exposure of genitals to non-consenting postpubertal person,Paraphilia
35608126,Sexual arousal by exposure of genitals to non-consenting prepubertal and postpubertal person,Paraphilia
35622886,Sexual arousal by exposure of genitals to non-consenting prepubertal person,Paraphilia
436674,Sexual masochism,Paraphilia
4102153,Sexual pyromania,Paraphilia
442352,Sexual sadism,Paraphilia
4240357,Symptomatic exhibitionism,Paraphilia
4048999,Symptomatic fetishism,Paraphilia
4029555,Symptomatic pedophilia,Paraphilia
4167336,Symptomatic sexual masochism,Paraphilia
4009649,Symptomatic sexual sadism,Paraphilia
4057839,True compulsive fetishism,Paraphilia
4271179,Urophilia,Paraphilia
434624,Voyeurism,Paraphilia
4237140,Abnormal sexual function,Sexual Dysfunction
42536677,Acquired generalized anorgasmia,Sexual Dysfunction
42536678,Acquired situational anorgasmia,Sexual Dysfunction
4302744,Alcohol-induced sexual dysfunction,Sexual Dysfunction
4324394,Amphetamine-induced sexual dysfunction,Sexual Dysfunction
4313135,Cocaine-induced sexual dysfunction,Sexual Dysfunction
4165890,Dhat,Sexual Dysfunction
4148092,Excessive sexual drive,Sexual Dysfunction
4152169,Failure of genital response,Sexual Dysfunction
4262519,Female sexual arousal disorder,Sexual Dysfunction
4313860,Finding related to maturity of sexuality,Sexual Dysfunction
4216771,Impotence,Sexual Dysfunction
442749,Inhibited female orgasm,Sexual Dysfunction
444268,Inhibited male orgasm,Sexual Dysfunction
443262,Lack or loss of sexual desire,Sexual Dysfunction
42536679,Lifelong generalized anorgasmia,Sexual Dysfunction
42536680,Lifelong situational anorgasmia,Sexual Dysfunction
4323580,Opioid-induced sexual dysfunction,Sexual Dysfunction
4221288,Orgasm disorder,Sexual Dysfunction
42538745,Penoscrotodynia,Sexual Dysfunction
434319,Premature ejaculation,Sexual Dysfunction
436666,Psychosexual disorder,Sexual Dysfunction
440068,Psychosexual dysfunction,Sexual Dysfunction
40482659,Psychosexual dysfunction associated with inhibited libido,Sexual Dysfunction
44782768,Psychosexual dysfunction associated with inhibited sexual excitement,Sexual Dysfunction
4048685,"Sedative, hypnotic AND/OR anxiolytic-induced sexual dysfunction",Sexual Dysfunction
4250163,Sexual arousal disorder,Sexual Dysfunction
4208120,Sexual aversion disorder,Sexual Dysfunction
4186941,Sexual desire disorder,Sexual Dysfunction
4335174,Sexual disorder,Sexual Dysfunction
4137236,Sexual dysfunction due to substance,Sexual Dysfunction
35623653,Sexual relationship problem,Sexual Dysfunction
4236975,Situational hypoactive sexual desire disorder,Sexual Dysfunction
4107880,Banging own head against object,Parasuicidality
4113147,Banging own head against own body parts,Parasuicidality
4109541,Biting own arm,Parasuicidality
4108923,Biting own fingers,Parasuicidality
4087308,Biting own hand,Parasuicidality
4111073,Biting own toes,Parasuicidality
4109542,Biting own tongue,Parasuicidality
4085350,Biting self,Parasuicidality
4107881,Biting sides of own cheeks,Parasuicidality
4109836,Breaking own bones,Parasuicidality
4109846,Burning self,Parasuicidality
4144188,Cutting own wrists,Parasuicidality
4087311,Cutting self,Parasuicidality
4109657,Damaging own wounds,Parasuicidality
4299968,Deliberate self-cutting,Parasuicidality
4194852,Head-banging,Parasuicidality
4087309,Head-hitting,Parasuicidality
4113157,Hitting self,Parasuicidality
4113154,Inserting foreign bodies into own orifices,Parasuicidality
4139239,Inserting objects into wound,Parasuicidality
4202499,Intentional injury,Parasuicidality
4231972,Low risk of harm to self,Parasuicidality
4109851,Nipping self,Parasuicidality
4301155,Patch test artifact,Parasuicidality
4109659,Picking own skin,Parasuicidality
4113160,Pinching self,Parasuicidality
4295158,Plans for deliberate self harm without intent,Parasuicidality
4109658,Poking fingers into wound,Parasuicidality
4069159,Poking own eyes,Parasuicidality
4301154,Pseudostigmata,Parasuicidality
4109850,Pulling out sutures,Parasuicidality
4113142,Pulling own teeth out,Parasuicidality
4108013,Punching self,Parasuicidality
4295323,Religious stigmata,Parasuicidality
4107878,Removing own nails,Parasuicidality
4108012,Reopening scars,Parasuicidality
4033045,Repetitive self-excoriation,Parasuicidality
4108014,Rubbing own skin,Parasuicidality
4092413,Scratches self,Parasuicidality
4002839,Self abuse,Parasuicidality
40318751,Self inflicted injury,Parasuicidality
439235,Self inflicted injury,Parasuicidality
45768794,Self inflicted injury of lip,Parasuicidality
4319560,Self inflicted lacerations to wrist,Parasuicidality
4055128,Self injury by cigarette burn,Parasuicidality
4148580,Self injury with external chemical burn,Parasuicidality
40485432,Self-administered manual lymphatic drainage,Parasuicidality
